"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","total_area","log_total_area"
"641",641,641,"SLB-103760",192727,"Conus achatinus",NA,NA,"CONUS","LC","Unknown",7479149.59433621,21148823.4882836,25.4039735099338,7.44370860927152,67.1523178807947,77.3387096774194,"AM",22783240.2422296,16.9415357465278
"642",642,642,"SLB-103788",192420,"Conus biliosus",NA,NA,"CONUS","LC","Unknown",9087162.73190703,18193564.0199892,33.4666074337332,11.1505997334518,55.382792832815,75.0082973780285,"AM",20428945.0410348,16.8324633277236
"643",643,643,"SLB-103799",192304,"Conus capitanellus",NA,NA,"CONUS","LC","Unknown",10254971.896823,2337989.2057607,11.7784711388456,79.0431617264691,9.17836713468539,56.2034739454094,"IUCN",11280581.2876873,16.2385933353028
"644",644,644,"SLB-103800",192820,"Conus caracteristicus",NA,NA,"CONUS","LC","Unknown",9569100.19572391,10679916.7223813,34.6983184965381,28.5064292779426,36.7952522255193,54.8982785602504,"AM",15029389.8308175,16.5255181641531
"645",645,645,"SLB-103806",192708,"Conus cinereus",NA,NA,"CONUS","LC","Unknown",9429606.44303734,10530148.423868,32.0349761526232,30.9618441971383,37.0031796502385,50.8517350157729,"AM",15079519.2921729,16.5288480428591
"646",646,646,"SLB-103811",192829,"Conus circumcisus",NA,NA,"CONUS","LC","Unknown",4275209.90072108,12345267.3970039,28.10442144873,4.7271872060207,67.1683913452493,85.6017191977077,"AM",12958599.2083688,16.3772701572727
"647",647,647,"SLB-103816",192393,"Conus coccineus",NA,NA,"CONUS","LC","Unknown",8968235.91122746,8257453.30661103,31.3247470101196,37.557497700092,31.1177552897884,50.1657458563536,"IUCN",13085653.2443722,16.3870270158468
"648",648,648,"URM-Cn-5757",133371,"Fungia distorta",NA,NA,"CORAL2","LC","Stable",9060243.85461044,25694986.0823186,28.4868788386376,4.87995533221664,66.6331658291457,85.3748326639893,"AM",26997481.2412367,17.1112541322555
"649",649,649,"SLB-117483",133495,"Galaxea horrescens",NA,NA,"CORAL2","LC","Unknown",7457109.99852569,17523613.665421,34.4911937377691,5.75668623613829,59.7521200260926,85.6969205834684,"AM",18574699.3995447,16.7373109653709
"650",650,650,"SLB-117490",133097,"Pocillopora danae",NA,NA,"CORAL2","VU","Unknown",9525615.28963061,10751946.2159233,38.4136212624585,26.6818936877076,34.9044850498339,59.0111642743222,"AM",14628446.1265445,16.4984785559094
"651",651,651,"SLB-117497",133002,"Seriatopora stellata",NA,NA,"CORAL2","NT","Stable",8929559.04609455,14106982.2270377,33.9897108390988,17.8463721837857,48.1639169771155,65.5715263518138,"AM",17171161.0801534,16.6587418531938
"652",652,652,"SLB-117551",133530,"Stylophora subseriata",NA,NA,"CORAL2","LC","Unknown",12641311.8136351,16900676.8920974,33.1201524016873,24.0440876309702,42.8357599673425,57.9385860509403,"AM",22172224.6254473,16.9143509205118
"653",653,653,"SLB-118089",192269,"Conus lischkeanus",NA,NA,"CONUS","LC","Unknown",11593636.7454319,5799862.26691265,20.2206619859579,59.5987963891675,20.1805416248746,50.0496524329692,"IUCN",14482372.7449172,16.4884427950969
"654",654,654,"Hol-210901",180525,"Holothuria pervicax",NA,NA,"SEACUCUMBERS","LC","Unknown",7608545.08748761,27140952.4020383,25.7835535655782,1.60532925630665,72.6111171781151,94.1387559808612,"AM",27575984.4711372,17.132455824049
"655",655,655,"SLB-118698",192549,"Conus magus",NA,NA,"CONUS","LC","Unknown",12289848.46911,18994451.2892406,32.8813988849468,19.6781550937658,47.4404460212874,62.5602700096432,"AM",23458835.9079687,16.9707577796673
"656",656,656,"SLB-118698",192794,"Conus magus",NA,NA,"CONUS","LC","Unknown",12289848.46911,18994451.2892406,32.8813988849468,19.6781550937658,47.4404460212874,62.5602700096432,"AM",23458835.9079687,16.9707577796673
"657",657,657,"SLB-118879",192399,"Conus monachus",NA,NA,"CONUS","LC","Unknown",8125739.89365925,NA,NA,NA,NA,NA,NA,17126634.4403586,16.6561453793311
"658",658,658,"SLB-118879",192727,"Conus monachus",NA,NA,"CONUS","LC","Unknown",8125739.89365925,NA,NA,NA,NA,NA,NA,17126634.4403586,16.6561453793311
"659",659,659,"SLB-118880",192686,"Conus parius",NA,NA,"CONUS","LC","Unknown",5130589.61890716,8503763.08314945,32.5208085612366,17.3305588585018,50.1486325802616,65.2355396541443,"AM",10277650.6868221,16.1454822594635
"660",660,660,"SLB-118881",192811,"Conus planorbis",NA,NA,"CONUS","LC","Unknown",12050922.5024227,25090429.2359712,27.6233459842035,13.7860293363422,58.5906246794543,66.7079514490959,"AM",29024117.1129986,17.1836376669288
"661",661,661,"SLB-118910",192647,"Conus spectrum",NA,NA,"CONUS","LC","Unknown",11337138.4662777,8730943.9752374,29.1425260718424,44.2448821938973,26.6125917342603,52.2687911326637,"IUCN",15503226.7811508,16.5565587396522
"662",662,662,"SLB-158372",192786,"Conus stercusmuscarum",NA,NA,"CONUS","LC","Unknown",5800254.04373605,32013262.995717,16.9709889702475,0.630271572898322,82.3987394568542,96.419167983149,"AM",32220327.0025473,17.2881080847165
"663",663,663,"SLB-118937",192692,"Conus viola",NA,NA,"CONUS","LC","Unknown",9221847.87595837,5391901.88690339,21.5883387785876,55.7175169640613,22.6941442573511,48.7514188422247,"IUCN",11986095.0135584,16.2992577870136
"664",664,664,"SLB-155564",185066,"Polycheles coccifer",NA,NA,"LOBSTERS","LC","Unknown",8929027.37139532,4634311.2761527,23.4128047147067,57.8355210286633,18.7516742566301,55.5273189326557,"IUCN",10975320.6457861,16.2111597325157
"665",665,665,"SLB-158789",133217,"Meandrina danae",NA,NA,"CORAL2","LC","Stable",2369629.21627118,3304373.08088489,40.2909090909091,18.1818181818182,41.5272727272727,68.9054726368159,"AM",4051738.89175189,15.2146567029239
"666",666,666,"SLB-158796",133543,"Porites brighami",NA,NA,"CORAL2","LC","Unknown",153956.222978793,590738.999441564,16.5178571428571,7.14285714285714,76.3392857142857,69.811320754717,"AM",638697.556872277,13.3671863143854
"667",667,667,"SLB-158799",133584,"Porites divaricata",NA,NA,"CORAL2","LC","Stable",1999419.70244069,3328122.10039614,38.8505747126437,13.1800766283525,47.9693486590038,74.6686303387334,"AM",3842898.05228474,15.161737341036
"668",668,668,"SLB-158820",133045,"Pocillopora ligulata",NA,NA,"CORAL2","LC","Unknown",6803416.94468924,5550266.1103409,7.20954356846473,51.7375518672199,41.0529045643153,14.938205265986,"IUCN",11523511.4637344,16.2598999813458
"669",669,669,"Hol-148752",180246,"Holothuria difficilis",NA,NA,"SEACUCUMBERS","LC","Unknown",10406094.0570997,26094897.7606848,28.1203801478353,8.57444561774023,63.3051742344245,76.6330935251798,"AM",28456151.1942857,17.1638749058619
"670",670,670,"Hol-210846",180504,"Holothuria cinerascens",NA,NA,"SEACUCUMBERS","LC","Stable",7194819.35493626,10402765.0338965,20.4971475142624,28.5044824775876,50.99837000815,41.8295218295218,"AM",14585992.4659786,16.495572206002
"671",671,671,"Kew-308879",173346,"Thalassia testudinum",NA,NA,"SEAGRASSES","LC","Stable",2224324.17566555,3885023.26093474,30.2354399008674,17.1003717472119,52.6641883519207,63.8743455497382,"AM",4693295.11295599,15.3616454764466
"672",672,672,"Kew-288211",173378,"Syringodium filiforme",NA,NA,"SEAGRASSES","LC","Stable",2074864.7463569,3906445.70302651,29.1902071563089,15.5053358443189,55.3044569993723,65.3089887640449,"AM",4631520.26236415,15.3483957225698
"673",673,673,"Kew-308065",173372,"Halodule wrightii",NA,NA,"SEAGRASSES","LC","Increasing",2866908.18688756,9197186.69658818,23.8711619506321,5.80975316074654,70.3190848886213,80.4259634888438,"AM",9764645.68001007,16.0942788369454
"674",674,674,"ITS-32137",178811,"Avicennia germinans",NA,NA,"MANGROVES","LC","Decreasing",4333144.66717392,5828713.20785964,41.0728910728911,19.5741195741196,39.3529893529894,67.7245104659014,"AM",7209545.22646483,15.7909164318855
"675",675,675,"SLB-173556",185064,"Stereomastis auriculata",NA,NA,"LOBSTERS","LC","Unknown",12488138.8569218,9132599.07801924,12.5776857058301,53.3737792246227,34.0485350695472,26.9755633132339,"IUCN",19094273.6278226,16.7648990380032
"676",676,676,"SLB-173558",185083,"Polycheles baccatus",NA,NA,"LOBSTERS","LC","Unknown",8128417.37106567,6544365.12026517,5.96245100061894,54.6317309676088,39.4058180317722,13.1423374261028,"IUCN",13809732.260381,16.4408841378247
"677",677,677,"SLB-173560",185069,"Stereomastis galil",NA,NA,"LOBSTERS","LC","Unknown",8880146.2693937,5753108.82811928,21.6112837676309,51.1355486492948,27.2531675830744,44.2270058708415,"IUCN",12018410.7184547,16.301950258567
"678",678,678,"Hol-210893",180286,"Holothuria pardalis",NA,NA,"SEACUCUMBERS","LC","Unknown",15037028.2581096,32632090.129808,37.8143972246314,5.74154379878578,56.4440589765828,86.8180007964954,"AM",34490689.1522037,17.3561999659313
"679",679,679,"SLB-184797",185091,"Pentacheles obscurus",NA,NA,"LOBSTERS","LC","Unknown",31076266.5581913,3261071.94379662,4.83477675943833,91.0367443033717,4.12847893718994,53.9399624765478,"IUCN",32584371.5493325,17.2993433310606
"680",680,680,"SLB-184959",169978,"Scammarctus batei",NA,NA,"LOBSTERS","LC","Unknown",10643536.4753553,5971172.79140757,22.3427812223206,56.0451727192205,21.6120460584588,50.8312342569269,"IUCN",13570745.2464068,16.4234269489771
"681",681,681,"Hol-210873",180494,"Holothuria fuscocinerea",NA,NA,"SEACUCUMBERS","LC","Unknown",8695873.02686718,34142095.0640179,23.4614721599724,1.56007584899155,74.978451991036,93.7650706166035,"AM",34672939.4333809,17.3614700972626
"682",682,682,"Kew-308072",173352,"Halophila decipiens",NA,NA,"SEAGRASSES","LC","Stable",10769496.5674344,21693032.2510646,38.0777044184865,7.61808024377857,54.3042153377349,83.3287024173381,"AM",23480517.1865467,16.9716815793659
"683",683,683,"Kew-308804",164508,"Ruppia maritima",NA,NA,"SEAGRASSES","LC","Stable",5522090.09652738,9369717.45858087,10.6412547151082,26.047250347429,63.3114949374628,29.004329004329,"AM",13353535.9832441,16.407291775398
"684",684,684,"Fis-10516",48342166,"Aspidontus tractus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2925772.87472801,6526556.79111086,22.3259432127577,15.5970439517697,62.0770128354726,58.8717948717949,"AM",7718972.56877775,15.8591918261982
"685",685,685,"Fis-10657",187559,"Thalassoma hardwicke",NA,NA,"WRASSES","LC","Unknown",11581199.7050806,26899346.487432,33.632380554976,6.60337992906322,59.7642395159608,83.5882810474462,"AM",28762552.7520291,17.1745848473798
"686",686,686,"Fis-112193",190741,"Chlorurus troschelii",NA,NA,"PARROTFISH","LC","Unknown",5445382.65139035,1115464.6949985,6.90345172586293,81.8909454727364,11.2056028014007,38.121546961326,"IUCN",6135184.24712397,15.6295506678072
"687",687,687,"Fis-112810",194855,"Parablennius rouxi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1205256.88369351,1673886.0553902,37.4423963133641,19.815668202765,42.741935483871,65.3923541247485,"AM",2108049.35296938,14.5612736005939
"688",688,688,"Fis-113010",46079096,"Alticus kirkii",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3857428.5467036,2615711.2044354,21.5522054718035,50.5304299274149,27.9173646007817,43.5665914221219,"IUCN",5332776.18278498,15.4893825203512
"689",689,689,"Fis-113018",46079321,"Antennablennius variopunctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2169527.51723431,2058313.99762574,24.1739130434783,39.304347826087,36.5217391304348,39.8280802292264,"IUCN",3402449.30808832,15.0400061149657
"690",690,690,"Fis-113029",46079924,"Parablennius thysanius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11999381.1300815,2251207.22952093,7.72551692797092,83.0265848670757,9.24789820495342,45.5153949129853,"IUCN",13225376.495352,16.397648003761
"691",691,691,"Fis-113043",18263684,"Petroscirtes ancylodon",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1650686.28037923,1494704.69660608,44.3559096945551,30.9428950863214,24.7011952191235,64.2307692307692,"IUCN",2188970.92000244,14.598942091813
"692",692,692,"Fis-113684",183886,"Entomacrodus chiostictus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",604825.128195676,1335228.88633946,33.0645161290323,8.87096774193548,58.0645161290323,78.8461538461538,"AM",1460394.36902048,14.1942170729773
"693",693,693,"Fis-113731",154841,"Dotalabrus alleni",NA,NA,"WRASSES","LC","Unknown",517150.900647862,281230.047118112,22.1789883268482,57.1984435797665,20.6225680933852,51.8181818181818,"IUCN",651952.443518869,13.3877268988603
"694",694,694,"Fis-113737",187535,"Notolabrus parilus",NA,NA,"WRASSES","LC","Unknown",629086.611210565,943410.934989204,45.9715639810426,13.0331753554502,40.9952606635071,77.9116465863454,"AM",1076447.66781474,13.8891769813348
"695",695,695,"Fis-113783",187633,"Notolabrus gymnogenis",NA,NA,"WRASSES","LC","Unknown",146383.679099871,250029.560268357,23.9669421487603,21.4876033057851,54.5454545454545,52.7272727272727,"AM",320554.332620869,12.6778070655333
"696",696,696,"Fis-113792",187426,"Notolabrus tetricus",NA,NA,"WRASSES","LC","Stable",1757304.3868901,606147.85797794,20.8279430789133,67.2703751617076,11.901681759379,63.6363636363636,"IUCN",1973962.37886596,14.4955534404687
"697",697,697,"Fis-113829",187662,"Notolabrus celidotus",NA,NA,"WRASSES","LC","Unknown",794141.525142394,905783.178977239,42.7450980392157,23.3333333333333,33.921568627451,64.6884272997033,"AM",1195429.71146258,13.9940162698924
"698",698,698,"Fis-113864",187566,"Notolabrus cinctus",NA,NA,"WRASSES","LC","Unknown",287347.026393386,288016.480205365,32.6633165829146,33.1658291457286,34.1708542713568,49.618320610687,"AM",434646.742352006,12.9822888936028
"699",699,699,"Fis-114122",187481,"Pseudolabrus miles",NA,NA,"WRASSES","LC","Unknown",350926.130368522,905783.178977239,35.8208955223881,2.7363184079602,61.4427860696517,92.9032258064516,"AM",927658.745702445,13.7404192132147
"700",700,700,"Fis-114156",187519,"Pictilabrus laticlavius",NA,NA,"WRASSES","LC","Unknown",1301526.12647735,1357170.12699239,45.2185792349727,25.8196721311475,28.9617486338798,63.6538461538461,"AM",1826303.14945914,14.4178043446813
"701",701,701,"Fis-114240",187491,"Austrolabrus maculatus",NA,NA,"WRASSES","LC","Stable",1134983.68081445,925410.664489607,37.7358490566038,38.7650085763293,23.4991423670669,61.624649859944,"IUCN",1487995.44621839,14.2129404340334
"702",702,702,"Fis-115417",48342195,"Ecsenius fijiensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1573262.75014838,365993.850722273,9.27487352445194,79.0893760539629,11.6357504215852,44.3548387096774,"IUCN",1776921.20096011,14.3903927622932
"703",703,703,"Fis-117893",185175,"Salaria pavo",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1892348.67018177,2754882.61016743,44.089219330855,14.2007434944238,41.7100371747212,75.6377551020408,"AM",3233881.13610156,14.9891935639915
"704",704,704,"Fis-118267",196018,"Eptatretus carlhubbsi",NA,NA,"hagfishes","LC","Unknown",3373755.46550052,1327904.96879352,10.1369863013699,68.2876712328767,21.5753424657534,31.9654427645788,"IUCN",4276378.09183492,15.2686169690691
"705",705,705,"Fis-118500",183980,"Plagiotremus azaleus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1056854.88505367,2056259.3311408,26.8028846153846,16.4663461538462,56.7307692307692,61.9444444444444,"AM",2452277.17985422,14.7125276120043
"706",706,706,"Fis-119162",187498,"Coris ballieui",NA,NA,"WRASSES","LC","Unknown",384151.326744287,686464.650923599,18.9274447949527,23.9747634069401,57.0977917981073,44.1176470588235,"AM",899268.977450621,13.7093374649778
"707",707,707,"Fis-119366",190746,"Chlorurus oedema",NA,NA,"PARROTFISH","LC","Unknown",10577993.5762657,2860702.19505168,10.4059040590406,76.6543665436654,12.939729397294,44.5732349841939,"IUCN",12150243.6698623,16.3128597826824
"708",708,708,"Fis-121729",190744,"Chlorurus bleekeri",NA,NA,"PARROTFISH","LC","Unknown",4533568.14537173,12611442.972552,27.6518585675431,6.11967361740707,66.2284678150499,81.8791946308725,"AM",13429890.6136794,16.4129934235429
"709",709,709,"Fis-121730",190725,"Scarus xanthopleura",NA,NA,"PARROTFISH","LC","Unknown",10741378.478914,9909097.95863344,24.7906807426283,40.8809610484165,34.3283582089552,41.9334975369458,"IUCN",16489190.8745596,16.6182156256885
"710",710,710,"Fis-123148",190699,"Chlorurus atrilunula",NA,NA,"PARROTFISH","LC","Unknown",1664331.53909986,1493030.55655864,24.9414519906323,40.3981264637002,34.6604215456674,41.8467583497053,"IUCN",2531936.70774166,14.7444950649913
"711",711,711,"Fis-123150",190692,"Chlorurus enneacanthus",NA,NA,"PARROTFISH","LC","Unknown",2721440.79870793,1920659.59358426,16.338880484115,52.1936459909228,31.4674735249622,34.1772151898734,"IUCN",3985400.05436732,15.1981482552222
"712",712,712,"Fis-123151",190711,"Chlorurus bowersi",NA,NA,"PARROTFISH","NT","Unknown",4704584.02630724,2695931.71632419,21.7456359102244,55.2618453865337,22.9925187032419,48.6064659977703,"IUCN",6085465.65137165,15.6214138059413
"713",713,713,"Fis-123152",190762,"Chlorurus frontalis",NA,NA,"PARROTFISH","LC","Stable",7994237.19947663,10548521.4415166,15.8438145297541,33.8464426506476,50.3097428195983,31.8851530034001,"AM",16016271.3574745,16.5891157232929
"714",714,714,"Fis-123153",190718,"Chlorurus perspicillatus",NA,NA,"PARROTFISH","LC","Unknown",360068.387056185,686464.650923599,17.5718849840256,23.0031948881789,59.4249201277955,43.3070866141732,"AM",889241.297721275,13.6981239036748
"715",715,715,"Fis-123736",170341,"Thunnus orientalis",NA,NA,"Tunas_and_billfishes2","VU","Decreasing",152989544.786856,51245827.445644,32.0210578559274,66.2967952353942,1.68214690867839,95.0089407804775,"IUCN",154749039.772953,18.8573152644884
"716",716,716,"Fis-126019",187654,"Labrus viridis",NA,NA,"WRASSES","VU","Decreasing",1451388.67052138,2928340.25839796,40.3590944574551,5.77673692427791,53.864168618267,87.4788494077834,"AM",3122768.5999991,14.9542305380987
"717",717,717,"Fis-127090",185149,"Hypleurochilus fissicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",1577421.9566536,861639.296328826,20.1799485861183,60.9254498714653,18.8946015424165,51.6447368421053,"IUCN",1989188.14403088,14.5032371456355
"718",718,718,"Fis-127171",193760,"Torquigener squamicauda",NA,NA,"PUFFERFISH","LC","Unknown",2620952.19564336,338382.509314562,9.25726587728741,86.8675995694295,3.8751345532831,70.4918032786885,"IUCN",2719428.62853005,14.8159323531654
"719",719,719,"Fis-127179",193631,"Contusus brevicaudus",NA,NA,"PUFFERFISH","LC","Unknown",818152.543107048,716604.918731039,34.2672413793103,36.4224137931034,29.3103448275862,53.8983050847458,"IUCN",1144489.34232021,13.9504691062477
"720",720,720,"Fis-127185",193661,"Tetractenos glaber",NA,NA,"PUFFERFISH","LC","Unknown",1813229.66092264,750089.903642539,24.3542435424354,62.3616236162362,13.2841328413284,64.7058823529412,"IUCN",2076735.19429111,14.5463076004071
"721",721,721,"Fis-127204",187506,"Bodianus frenchii",NA,NA,"WRASSES","NT","Decreasing",1048345.61841899,925884.358183101,38.3512544802867,35.4838709677419,26.1648745519713,59.4444444444444,"IUCN",1423406.45304651,14.168563467381
"722",722,722,"Fis-127206",187604,"Pteragogus enneacanthus",NA,NA,"WRASSES","LC","Unknown",7603164.26676134,10457056.9554325,27.6772407919949,26.6340217159889,45.6887374920162,50.9604076832615,"AM",14124002.6694974,16.4633862250347
