iucn_sid,am_sid,sciname,gbif_occ,occurcells
48342111,Fis-25988,Salarias fasciatus,1104,209
48342115,Fis-22136,Blenniella chrysospilos,424,110
48342117,Fis-30946,Cirripectes fuscoguttatus,98,32
48342122,Fis-145633,Praealticus triangulus,26,5
48342125,Fis-61525,Blenniella leopardus,15,9
48342126,Fis-61558,Blenniella paula,422,58
48342130,Fis-34720,Salarias guttatus,141,50
48342133,Fis-61831,Istiblennius flaviumbrinus,26,4
48342134,Fis-47995,Istiblennius bellus,209,41
48342137,Fis-25968,Exallias brevis,443,154
48342145,Fis-32482,Ecsenius pictus,56,21
48342148,Fis-145643,Enchelyurus brunneolus,60,6
48342154,Fis-25993,Meiacanthus grammistes,765,70
48342158,Fis-113449,Meiacanthus limbatus,4,3
48342160,Fis-28968,Enchelyurus ater,179,37
48342162,Fis-31626,Ecsenius sellifer,10,7
48342164,Fis-35341,Meiacanthus mossambicus,67,14
48342166,Fis-10516,Aspidontus tractus,79,12
48342168,Fis-142714,Omobranchus obliquus,143,38
48342170,Fis-61944,Ecsenius oculatus,18,8
48342171,Fis-145444,Omobranchus germaini,225,38
48342173,Fis-32479,Ecsenius monoculus,34,14
48342174,Fis-26598,Mimoblennius atrocinctus,88,24
48342177,Fis-26711,Entomacrodus marmoratus,80,15
48342179,Fis-154079,Ecsenius shirleyae,18,4
48342180,Fis-62699,Omox lupus,9,4
48342182,Fis-30947,Cirripectes gilberti,12,13
48342183,Fis-32481,Ecsenius bimaculatus,41,11
48342185,Fis-113469,Meiacanthus geminatus,12,8
48342186,Fis-150288,Praealticus oortii,11,7
48342187,Fis-31637,Petroscirtes variabilis,259,53
48342191,Fis-35625,Petroscirtes fallax,106,19
48342195,Fis-115417,Ecsenius fijiensis,59,15
48342197,Fis-35892,Ecsenius paroculus,14,8
48342201,Fis-62298,Entomacrodus niuafoouensis,79,30
48342204,Fis-35465,Ecsenius schroederi,66,11
48342206,Fis-62703,Ecsenius prooculis,33,13
48342207,Fis-113599,Meiacanthus reticulatus,4,3
48342209,Fis-130762,Andamia heteroptera,20,4
48342210,Fis-30955,Cirripectes stigmaticus,589,163
48342213,Fis-25974,Entomacrodus striatus,652,153
48342217,Fis-145453,Praealticus bilineatus,170,26
48342219,Fis-22135,Blenniella bilitonensis,393,47
48342223,Fis-138277,Parablennius tasmanianus,658,107
48342225,Fis-25997,Petroscirtes breviceps,761,95
48342229,Fis-150289,Praealticus caesius,145,6
48342232,Fis-145447,Enchelyurus flavipes,20,4
48342234,Fis-115419,Ecsenius lubbocki,39,11
48342237,Fis-61949,Ecsenius pardus,22,5
48342238,Fis-31639,Xiphasia matsubarai,32,41
48342240,Fis-35287,Ecsenius bandanus,71,10
48342246,Fis-58823,Atrosalarias fuscus,456,3
48342248,Fis-25101,Cirripectes polyzona,377,157
48342250,Fis-32476,Ecsenius lividanalis,106,14
48342254,Fis-35624,Meiacanthus luteus,99,5
48342256,Fis-144755,Salarias patzneri,18,10
48342258,Fis-138294,Parablennius cyclops,27,7
48342262,Fis-35631,Ecsenius stictus,156,23
48342264,Fis-113473,Meiacanthus vicinus,3,3
48342265,Fis-25975,Entomacrodus thalassinus,224,58
48342269,Fis-32478,Ecsenius stigmatura,63,7
48342271,Fis-61807,Istiblennius muelleri,35,10
48342274,Fis-30952,Cirripectes perustus,72,46
48342277,Fis-25097,Cirripectes alboapicalis,216,20
48342278,Fis-35316,Ecsenius bathi,63,7
48342285,Fis-28573,Ecsenius gravieri,44,9
48342287,Fis-130760,Cirrisalarias bunares,76,25
48342289,Fis-145465,Praealticus striatus,124,25
48342290,Fis-50532,Mimoblennius rusi,18,6
48342292,Fis-31632,Stanulus seychellensis,141,60
48342295,Fis-31635,Meiacanthus ditrema,69,24
48342298,Fis-59583,Blenniella cyanostigma,206,32
48342300,Fis-25998,Petroscirtes thepassii,32,10
48342303,Fis-30945,Cirripectes chelomatus,182,36
48342306,Fis-30950,Cirripectes jenningsi,26,7
48342307,Fis-35286,Ecsenius aequalis,43,21
48342309,Fis-31638,Petroscirtes xestus,150,49
48342312,Fis-26820,Omobranchus elongatus,223,66
48342314,Fis-35294,Stanulus talboti,86,16
48342316,Fis-54335,Praealticus tanegasimae,295,22
48342317,Fis-26631,Ecsenius namiyei,223,31
48342321,Fis-25980,Istiblennius lineatus,971,126
48342325,Fis-54316,Petroscirtes springeri,51,3
48342326,Fis-31628,Entomacrodus sealei,100,37
48342328,Fis-142123,Ecsenius randalli,4,3
48342329,Fis-32418,Ecsenius lineatus,161,40
48342333,Fis-9972,Ecsenius midas,151,56
48342337,Fis-58117,Istiblennius unicolor,76,3
48342339,Fis-146176,Ecsenius tricolor,18,5
48342341,Fis-62262,Ecsenius fourmanoiri,72,19
48342342,Fis-25985,Praealticus natalis,11,4
48342346,Fis-57962,Aspidontus taeniatus,398,110
48342349,Fis-32477,Ecsenius melarchus,10,6
48342352,Fis-30949,Cirripectes imitator,107,15
48342354,Fis-144754,Salarias ramosus,21,10
48342356,Fis-145099,Entomacrodus lemuria,15,5
48342357,Fis-145632,Mimoblennius lineathorax,7,3
48342359,Fis-52010,Salarias segmentatus,106,33
48342362,Fis-32417,Laiphognathus multimaculatus,212,55
48342366,Fis-25996,Plagiotremus tapeinosoma,1959,208
48342373,Fis-35466,Meiacanthus vittatus,13,5
48342376,Fis-35293,Meiacanthus nigrolineatus,68,11
48342378,Fis-150301,Meiacanthus urostigma,6,5
48342381,Fis-50534,Omobranchus banditus,99,21
48342383,Fis-62867,Entomacrodus epalzeocheilos,93,25
48342385,Fis-25969,Ecsenius bicolor,959,196
48342388,Fis-113623,Plagiotremus spilistius,12,8
48342389,Fis-25972,Entomacrodus decussatus,230,78
48342392,Fis-26714,Plagiotremus goslinei,19,6
48342394,Fis-28967,Petroscirtes lupus,258,60
48342398,Fis-113466,Meiacanthus crinitus,24,5
48342402,Fis-25104,Cirripectes variolosus,571,111
48342407,Fis-26680,Andamia reyi,68,20
48342410,Fis-161616,Laiphognathus longispinis,27,3
48342411,Fis-162302,Rhabdoblennius nigropunctatus,13,4
48342412,Fis-35355,Plagiotremus phenax,40,15
48342414,Fis-52255,Entomacrodus textilis,143,8
48342416,Fis-145631,Meiacanthus fraseri,11,3
48342422,Fis-47953,Blenniella gibbifrons,330,71
48342425,Fis-30954,Cirripectes springeri,40,17
48342427,Fis-145458,Atrosalarias hosokawai,33,13
48342428,Fis-25102,Cirripectes quagga,294,91
48342431,Fis-61523,Blenniella interrupta,232,53
48342433,Fis-150321,Enchelyurus kraussii,188,56
48342437,Fis-61874,Paralticus amboinensis,19,6
48342440,Fis-54337,Andamia tetradactylus,134,15
48342441,Fis-54244,Istiblennius rivulatus,75,8
48342442,Fis-28971,Istiblennius meleagris,408,104
48342444,Fis-165431,Atrosalarias holomelas,175,14
48342445,Fis-32541,Meiacanthus smithi,113,26
48342448,Fis-145446,Dodekablennos fraseri,18,5
48342449,Fis-58789,Ecsenius aroni,32,5
48342451,Fis-25970,Ecsenius yaeyamaensis,737,100
48342456,Fis-31625,Ecsenius opsifrontalis,67,28
48342458,Fis-58115,Ecsenius nalolo,191,38
48342460,Fis-113380,Meiacanthus abditus,9,7
48342462,Fis-50562,Scartella emarginata,139,35
48342464,Fis-64651,Parablennius laticlavius,143,8
48342467,Fis-50550,Parablennius lodosus,13,3
48342469,Fis-28572,Ecsenius frontalis,94,16
48342471,Fis-25987,Rhabdoblennius snowi,152,35
48342473,Fis-25982,Litobranchus fowleri,21,8
48342477,Fis-25995,Plagiotremus rhinorhynchos,1274,175
48342482,Fis-26594,Istiblennius dussumieri,755,178
48342486,Fis-30948,Cirripectes hutchinsi,74,13
48342488,Fis-162304,Rhabdoblennius nitidus,462,25
48342489,Fis-61510,Blenniella caudolineata,347,41
48342492,Fis-146160,Salarias obscurus,12,3
48342493,Fis-35891,Ecsenius axelrodi,58,20
48342498,Fis-62000,Ecsenius alleni,74,6
48342499,Fis-25103,Cirripectes vanderbilti,80,7
48342501,Fis-61993,Ecsenius portenoyi,30,10
48342502,Fis-139086,Parablennius intermedius,177,20
48342505,Fis-150326,Nannosalarias nativitatis,255,88
48342508,Fis-32419,Ecsenius oculus,78,9
48342512,Fis-61995,Ecsenius tessera,34,19
48342513,Fis-25098,Cirripectes castaneus,745,198
48342516,Fis-58799,Salarias alboguttatus,85,34
48342518,Fis-145098,Entomacrodus williamsi,7,4
48342519,Fis-25986,Rhabdoblennius rhabdotrachelus,86,29
48342521,Fis-25971,Entomacrodus caudofasciatus,267,89
48342524,Fis-31631,Salarias luctuosus,250,8
48342525,Fis-25991,Aspidontus dussumieri,197,74
48342530,Fis-25994,Plagiotremus laudandus,282,78
48342535,Fis-35630,Ecsenius mandibularis,157,23
59034974,Fis-26854,Evynnis cardinalis,128,18
61936075,Fis-169966,Canthigaster petersii,3,5
